Area Code,Cogs,Date,Inventory,Margin,Market Size,Market,Marketing,记录数,Product Line,Product Type,Product,Profit,Sales,State,Target COGS,Target Margin,Target Profit,Target Sales,Total Expenses,Type
617,33,2012-12-01 00:00:00.000,870,49,Major Market,East,9,1,Leaves,Tea,Darjeeling,29,82,Massachusetts,30,50,40,80,20,Regular
863,34,2012-12-01 00:00:00.000,863,51,Major Market,East,9,1,Leaves,Tea,Green Tea,30,85,Florida,30,50,40,80,21,Regular
641,0,2012-12-01 00:00:00.000,344,43,Small Market,Central,0,1,Beans,Espresso,Decaf Espresso,32,43,Iowa,0,50,40,50,11,Decaf
225,43,2012-12-01 00:00:00.000,466,63,Small Market,South,13,1,Beans,Espresso,Decaf Espresso,27,106,Louisiana,30,50,20,80,36,Decaf
702,31,2012-12-01 00:00:00.000,1009,38,Small Market,West,9,1,Beans,Coffee,Decaf Irish Cream,8,69,Nevada,30,50,30,80,30,Decaf
515,23,2012-12-01 00:00:00.000,807,35,Small Market,Central,6,1,Beans,Espresso,Caffe Mocha,17,58,Iowa,20,50,40,70,18,Regular
985,41,2012-12-01 00:00:00.000,320,66,Small Market,South,12,1,Beans,Espresso,Caffe Mocha,31,107,Louisiana,30,50,20,80,35,Regular
971,46,2012-12-01 00:00:00.000,422,57,Small Market,West,17,1,Beans,Espresso,Caffe Latte,6,103,Oregon,40,50,10,90,51,Regular
262,43,2012-12-01 00:00:00.000,466,63,Small Market,Central,13,1,Leaves,Tea,Darjeeling,28,106,Wisconsin,30,50,20,80,35,Regular
959,33,2012-12-01 00:00:00.000,818,49,Small Market,East,9,1,Leaves,Tea,Green Tea,28,82,Connecticut,30,50,40,80,21,Regular
435,49,2012-12-01 00:00:00.000,335,69,Small Market,West,44,1,Leaves,Tea,Darjeeling,-4,118,Utah,30,50,0,80,73,Regular
360,55,2012-12-01 00:00:00.000,627,76,Small Market,West,49,1,Leaves,Tea,Green Tea,-3,131,Washington,40,50,-10,90,79,Regular
303,39,2013-10-01 00:00:00.000,541,51,Major Market,Central,12,1,Beans,Coffee,Colombian,40,96,Colorado,30,50,50,80,24,Regular
904,80,2013-10-01 00:00:00.000,1055,94,Major Market,East,24,1,Leaves,Herbal Tea,Mint,71,185,Florida,40,50,40,90,46,Decaf
720,54,2013-10-01 00:00:00.000,404,66,Major Market,Central,20,1,Leaves,Tea,Darjeeling,19,128,Colorado,30,50,30,80,53,Regular
970,54,2013-10-01 00:00:00.000,1037,64,Major Market,Central,16,1,Leaves,Tea,Earl Grey,40,126,Colorado,30,50,40,80,37,Regular
978,27,2013-10-01 00:00:00.000,859,39,Major Market,East,7,1,Leaves,Tea,Darjeeling,30,70,Massachusetts,20,50,50,70,19,Regular
626,76,2013-10-01 00:00:00.000,580,111,Major Market,West,21,1,Leaves,Tea,Earl Grey,117,199,California,30,50,50,80,32,Regular
262,22,2013-10-01 00:00:00.000,573,29,Small Market,Central,7,1,Beans,Espresso,Decaf Espresso,15,54,Wisconsin,20,50,50,70,19,Decaf
641,23,2013-10-01 00:00:00.000,800,35,Small Market,Central,6,1,Beans,Espresso,Caffe Mocha,27,62,Iowa,20,50,50,70,17,Regular
203,79,2013-10-01 00:00:00.000,593,98,Small Market,East,30,1,Leaves,Herbal Tea,Lemon,50,189,Connecticut,40,50,30,90,64,Decaf
203,65,2013-10-01 00:00:00.000,1053,77,Small Market,East,20,1,Leaves,Herbal Tea,Mint,52,151,Connecticut,30,50,50,80,42,Decaf
262,46,2013-10-01 00:00:00.000,449,67,Small Market,Central,14,1,Leaves,Tea,Darjeeling,45,120,Wisconsin,20,50,40,70,37,Regular
262,60,2013-10-01 00:00:00.000,606,84,Small Market,Central,54,1,Leaves,Tea,Earl Grey,0,153,Wisconsin,40,50,0,90,84,Regular
425,60,2013-10-01 00:00:00.000,329,99,Small Market,West,18,1,Leaves,Tea,Darjeeling,85,169,Washington,20,50,40,70,42,Regular
312,40,2013-11-01 00:00:00.000,536,52,Major Market,Central,13,1,Leaves,Herbal Tea,Lemon,40,98,Illinois,30,50,30,80,25,Decaf
419,36,2013-11-01 00:00:00.000,862,52,Major Market,Central,10,1,Leaves,Herbal Tea,Lemon,45,94,Ohio,30,50,40,80,22,Decaf
857,55,2013-11-01 00:00:00.000,410,69,Major Market,East,20,1,Leaves,Herbal Tea,Lemon,22,132,Massachusetts,40,50,20,90,54,Decaf
323,40,2013-11-01 00:00:00.000,536,52,Major Market,West,13,1,Leaves,Herbal Tea,Mint,40,98,California,30,50,30,80,25,Decaf
352,28,2013-11-01 00:00:00.000,875,42,Major Market,East,7,1,Leaves,Tea,Darjeeling,34,75,Florida,20,50,40,70,19,Regular
904,31,2013-11-01 00:00:00.000,856,47,Major Market,East,8,1,Leaves,Tea,Green Tea,42,83,Florida,30,50,40,80,19,Regular
978,32,2013-11-01 00:00:00.000,482,48,Major Market,East,8,1,Leaves,Tea,Green Tea,43,85,Massachusetts,30,50,40,80,19,Regular
760,50,2013-11-01 00:00:00.000,589,73,Major Market,West,14,1,Leaves,Tea,Earl Grey,70,131,California,30,50,40,80,26,Regular
515,0,2013-11-01 00:00:00.000,387,43,Small Market,Central,0,1,Beans,Espresso,Decaf Espresso,46,46,Iowa,0,50,40,50,12,Decaf
505,82,2013-11-01 00:00:00.000,1804,40,Small Market,South,25,1,Beans,Coffee,Decaf Irish Cream,-12,130,New Mexico,90,50,10,140,48,Decaf
515,22,2013-11-01 00:00:00.000,802,34,Small Market,Central,6,1,Beans,Espresso,Caffe Mocha,24,60,Iowa,20,50,40,70,18,Regular
505,44,2013-11-01 00:00:00.000,325,62,Small Market,South,40,1,Beans,Espresso,Caffe Mocha,-10,113,New Mexico,30,50,0,80,69,Regular
775,33,2013-11-01 00:00:00.000,243,41,Small Market,West,12,1,Beans,Coffee,Colombian,-6,79,Nevada,30,50,10,80,45,Regular
314,44,2013-11-01 00:00:00.000,325,62,Small Market,Central,40,1,Leaves,Herbal Tea,Chamomile,-12,113,Missouri,40,50,0,90,70,Decaf
715,31,2013-11-01 00:00:00.000,856,47,Small Market,Central,8,1,Leaves,Herbal Tea,Lemon,40,83,Wisconsin,20,50,40,70,20,Decaf
959,69,2013-11-01 00:00:00.000,1060,81,Small Market,East,21,1,Leaves,Herbal Tea,Mint,56,160,Connecticut,50,50,30,100,43,Decaf
715,49,2013-11-01 00:00:00.000,454,71,Small Market,Central,15,1,Leaves,Tea,Darjeeling,49,128,Wisconsin,40,50,20,90,38,Regular
206,49,2013-11-01 00:00:00.000,454,71,Small Market,West,15,1,Leaves,Tea,Earl Grey,50,128,Washington,30,50,30,80,37,Regular
970,43,2013-12-01 00:00:00.000,531,56,Major Market,Central,14,1,Beans,Coffee,Colombian,43,106,Colorado,40,50,30,90,27,Regular
330,41,2013-12-01 00:00:00.000,435,60,Major Market,Central,13,1,Beans,Coffee,Colombian,36,108,Ohio,40,50,20,90,36,Regular
978,47,2013-12-01 00:00:00.000,571,52,Major Market,East,42,1,Beans,Espresso,Caffe Mocha,-30,106,Massachusetts,40,50,-10,90,72,Regular
312,43,2013-12-01 00:00:00.000,531,56,Major Market,Central,14,1,Leaves,Herbal Tea,Lemon,43,106,Illinois,40,50,30,90,27,Decaf
323,43,2013-12-01 00:00:00.000,531,56,Major Market,West,14,1,Leaves,Herbal Tea,Mint,43,106,California,40,50,30,90,27,Decaf
303,46,2013-12-01 00:00:00.000,422,57,Major Market,Central,17,1,Leaves,Tea,Darjeeling,9,110,Colorado,30,50,10,80,51,Regular
970,53,2013-12-01 00:00:00.000,1054,63,Major Market,Central,16,1,Leaves,Tea,Earl Grey,39,124,Colorado,40,50,20,90,37,Regular
978,33,2013-12-01 00:00:00.000,870,49,Major Market,East,9,1,Leaves,Tea,Darjeeling,43,87,Massachusetts,30,50,40,80,20,Regular
321,34,2013-12-01 00:00:00.000,863,51,Major Market,East,9,1,Leaves,Tea,Green Tea,45,91,Florida,30,50,40,80,21,Regular
563,0,2013-12-01 00:00:00.000,344,43,Small Market,Central,0,1,Beans,Espresso,Decaf Espresso,47,46,Iowa,0,50,40,50,11,Decaf
318,43,2013-12-01 00:00:00.000,466,63,Small Market,South,13,1,Beans,Espresso,Decaf Espresso,40,113,Louisiana,30,50,20,80,36,Decaf
775,31,2013-12-01 00:00:00.000,1009,38,Small Market,West,9,1,Beans,Coffee,Decaf Irish Cream,12,74,Nevada,30,50,30,80,30,Decaf
515,23,2013-12-01 00:00:00.000,807,35,Small Market,Central,6,1,Beans,Espresso,Caffe Mocha,25,62,Iowa,20,50,40,70,18,Regular
225,41,2013-12-01 00:00:00.000,320,66,Small Market,South,12,1,Beans,Espresso,Caffe Mocha,46,114,Louisiana,30,50,20,80,35,Regular
971,46,2013-12-01 00:00:00.000,422,57,Small Market,West,17,1,Beans,Espresso,Caffe Latte,9,110,Oregon,40,50,10,90,51,Regular
262,43,2013-12-01 00:00:00.000,466,63,Small Market,Central,13,1,Leaves,Tea,Darjeeling,42,113,Wisconsin,30,50,20,80,35,Regular
959,33,2013-12-01 00:00:00.000,818,49,Small Market,East,9,1,Leaves,Tea,Green Tea,42,87,Connecticut,30,50,40,80,21,Regular
435,49,2013-12-01 00:00:00.000,335,69,Small Market,West,44,1,Leaves,Tea,Darjeeling,-6,126,Utah,30,50,0,80,73,Regular
509,55,2013-12-01 00:00:00.000,627,76,Small Market,West,49,1,Leaves,Tea,Green Tea,-4,140,Washington,40,50,-10,90,79,Regular
630,39,2012-10-01 00:00:00.000,541,51,Major Market,Central,12,1,Leaves,Herbal Tea,Lemon,27,90,Illinois,20,40,40,60,24,Decaf
209,39,2012-10-01 00:00:00.000,541,51,Major Market,West,12,1,Leaves,Herbal Tea,Mint,26,90,California,20,40,40,60,25,Decaf
505,86,2012-10-01 00:00:00.000,1698,23,Small Market,South,26,1,Beans,Coffee,Decaf Irish Cream,-26,109,New Mexico,110,40,10,150,49,Decaf
318,46,2012-10-01 00:00:00.000,449,67,Small Market,South,14,1,Beans,Espresso,Decaf Espresso,30,113,Louisiana,20,40,40,60,37,Decaf
515,31,2012-10-01 00:00:00.000,1000,37,Small Market,Central,9,1,Beans,Coffee,Colombian,7,68,Iowa,20,40,30,60,30,Regular
505,45,2012-10-01 00:00:00.000,320,64,Small Market,South,41,1,Beans,Espresso,Caffe Mocha,-6,109,New Mexico,20,40,10,60,70,Regular
801,32,2012-10-01 00:00:00.000,833,47,Small Market,West,8,1,Beans,Espresso,Caffe Latte,28,79,Utah,20,40,40,60,19,Regular
505,31,2012-10-01 00:00:00.000,1000,37,Small Market,South,9,1,Leaves,Herbal Tea,Lemon,6,68,New Mexico,10,40,30,50,31,Decaf
636,39,2012-10-01 00:00:00.000,244,53,Small Market,Central,12,1,Leaves,Tea,Darjeeling,13,92,Missouri,20,40,30,60,40,Regular
959,24,2012-10-01 00:00:00.000,806,36,Small Market,East,6,1,Leaves,Tea,Green Tea,18,60,Connecticut,20,40,40,60,18,Regular
603,0,2012-10-01 00:00:00.000,430,43,Small Market,East,0,1,Leaves,Tea,Green Tea,32,43,New Hampshire,0,40,40,40,11,Regular
801,45,2012-10-01 00:00:00.000,320,64,Small Market,West,41,1,Leaves,Tea,Darjeeling,-6,109,Utah,10,40,20,50,70,Regular
206,60,2012-10-01 00:00:00.000,606,84,Small Market,West,54,1,Leaves,Tea,Green Tea,0,144,Washington,20,40,10,60,84,Regular
937,32,2012-11-01 00:00:00.000,482,48,Major Market,Central,8,1,Leaves,Herbal Tea,Chamomile,29,80,Ohio,30,40,30,70,19,Decaf
407,54,2012-11-01 00:00:00.000,391,67,Major Market,East,20,1,Leaves,Herbal Tea,Lemon,13,121,Florida,40,40,10,80,54,Decaf
715,22,2012-11-01 00:00:00.000,570,30,Small Market,Central,7,1,Beans,Espresso,Decaf Espresso,11,52,Wisconsin,20,40,30,60,19,Decaf
505,35,2012-11-01 00:00:00.000,248,47,Small Market,South,11,1,Beans,Espresso,Decaf Espresso,8,82,New Mexico,20,40,20,60,39,Decaf
775,29,2012-11-01 00:00:00.000,1003,35,Small Market,West,8,1,Beans,Coffee,Decaf Irish Cream,5,64,Nevada,30,40,20,70,30,Decaf
563,29,2012-11-01 00:00:00.000,1003,35,Small Market,Central,8,1,Beans,Coffee,Colombian,5,64,Iowa,20,40,20,60,30,Regular
603,34,2012-11-01 00:00:00.000,211,42,Small Market,East,12,1,Beans,Espresso,Regular Espresso,-3,76,New Hampshire,30,40,0,70,45,Regular
918,32,2012-11-01 00:00:00.000,482,48,Small Market,South,8,1,Beans,Espresso,Caffe Mocha,29,80,Oklahoma,20,40,30,60,19,Regular
775,0,2012-11-01 00:00:00.000,387,43,Small Market,West,0,1,Beans,Espresso,Caffe Latte,31,43,Nevada,0,40,30,40,12,Regular
435,33,2012-11-01 00:00:00.000,836,48,Small Market,West,9,1,Beans,Espresso,Caffe Latte,27,81,Utah,30,40,30,70,21,Regular
573,82,2012-11-01 00:00:00.000,1804,40,Small Market,Central,25,1,Leaves,Herbal Tea,Lemon,-9,122,Missouri,70,40,0,110,49,Decaf
801,82,2012-11-01 00:00:00.000,1804,40,Small Market,West,25,1,Leaves,Herbal Tea,Mint,-8,122,Utah,70,40,0,110,48,Decaf
417,35,2012-11-01 00:00:00.000,248,47,Small Market,Central,11,1,Leaves,Tea,Darjeeling,9,82,Missouri,20,40,10,60,38,Regular
636,34,2012-11-01 00:00:00.000,211,42,Small Market,Central,12,1,Leaves,Tea,Earl Grey,-3,76,Missouri,20,40,0,60,45,Regular
314,33,2012-11-01 00:00:00.000,243,41,Small Market,Central,12,1,Leaves,Tea,Green Tea,-4,74,Missouri,20,40,0,60,45,Regular
603,0,2012-11-01 00:00:00.000,387,43,Small Market,East,0,1,Leaves,Tea,Green Tea,32,43,New Hampshire,0,40,30,40,11,Regular
435,44,2012-11-01 00:00:00.000,325,62,Small Market,West,40,1,Leaves,Tea,Darjeeling,-7,106,Utah,30,40,-10,70,69,Regular
937,29,2012-12-01 00:00:00.000,490,44,Major Market,Central,8,1,Leaves,Herbal Tea,Chamomile,25,73,Ohio,20,40,30,60,19,Decaf
330,33,2012-12-01 00:00:00.000,870,49,Major Market,Central,9,1,Leaves,Herbal Tea,Lemon,29,82,Ohio,30,40,30,70,20,Decaf
508,46,2012-12-01 00:00:00.000,422,57,Major Market,East,17,1,Leaves,Herbal Tea,Lemon,7,103,Massachusetts,30,40,10,70,50,Decaf
813,30,2012-12-01 00:00:00.000,882,45,Major Market,East,8,1,Leaves,Tea,Darjeeling,26,75,Florida,30,40,30,70,19,Regular
857,29,2012-12-01 00:00:00.000,490,44,Major Market,East,8,1,Leaves,Tea,Green Tea,25,73,Massachusetts,30,40,30,70,19,Regular
262,24,2012-12-01 00:00:00.000,567,32,Small Market,Central,7,1,Beans,Espresso,Decaf Espresso,13,56,Wisconsin,30,40,30,70,19,Decaf
702,0,2012-12-01 00:00:00.000,344,43,Small Market,West,0,1,Beans,Espresso,Caffe Latte,31,43,Nevada,0,40,30,40,12,Regular
435,31,2012-12-01 00:00:00.000,844,46,Small Market,West,8,1,Beans,Espresso,Caffe Latte,26,77,Utah,30,40,30,70,20,Regular
715,34,2012-12-01 00:00:00.000,863,51,Small Market,Central,9,1,Leaves,Herbal Tea,Lemon,30,85,Wisconsin,30,40,30,70,21,Decaf
603,39,2012-12-01 00:00:00.000,250,49,Small Market,East,14,1,Leaves,Herbal Tea,Lemon,2,88,New Hampshire,20,40,10,60,47,Decaf
505,31,2012-12-01 00:00:00.000,1009,38,Small Market,South,9,1,Leaves,Herbal Tea,Lemon,7,69,New Mexico,20,40,20,60,31,Decaf
573,38,2012-12-01 00:00:00.000,256,51,Small Market,Central,12,1,Leaves,Tea,Darjeeling,11,89,Missouri,30,40,10,70,40,Regular
636,39,2012-12-01 00:00:00.000,250,49,Small Market,Central,14,1,Leaves,Tea,Green Tea,2,88,Missouri,30,40,0,70,47,Regular
603,0,2012-12-01 00:00:00.000,344,43,Small Market,East,0,1,Leaves,Tea,Green Tea,32,43,New Hampshire,0,40,30,40,11,Regular
509,41,2012-12-01 00:00:00.000,320,66,Small Market,West,12,1,Leaves,Tea,Darjeeling,30,107,Washington,30,40,20,70,36,Regular
801,38,2012-12-01 00:00:00.000,256,51,Small Market,West,12,1,Leaves,Tea,Earl Grey,12,89,Utah,20,40,10,60,39,Regular
509,43,2012-12-01 00:00:00.000,466,63,Small Market,West,13,1,Leaves,Tea,Earl Grey,28,106,Washington,30,40,20,70,35,Regular
312,39,2013-10-01 00:00:00.000,541,51,Major Market,Central,12,1,Leaves,Herbal Tea,Lemon,40,96,Illinois,20,40,40,60,24,Decaf
530,39,2013-10-01 00:00:00.000,541,51,Major Market,West,12,1,Leaves,Herbal Tea,Mint,39,96,California,20,40,40,60,25,Decaf
505,86,2013-10-01 00:00:00.000,1698,23,Small Market,South,26,1,Beans,Coffee,Decaf Irish Cream,-39,116,New Mexico,110,40,10,150,49,Decaf
318,46,2013-10-01 00:00:00.000,449,67,Small Market,South,14,1,Beans,Espresso,Decaf Espresso,45,120,Louisiana,20,40,40,60,37,Decaf
515,31,2013-10-01 00:00:00.000,1000,37,Small Market,Central,9,1,Beans,Coffee,Colombian,10,72,Iowa,20,40,30,60,30,Regular
505,45,2013-10-01 00:00:00.000,320,64,Small Market,South,41,1,Beans,Espresso,Caffe Mocha,-9,116,New Mexico,20,40,10,60,70,Regular
435,32,2013-10-01 00:00:00.000,833,47,Small Market,West,8,1,Beans,Espresso,Caffe Latte,42,84,Utah,20,40,40,60,19,Regular
505,31,2013-10-01 00:00:00.000,1000,37,Small Market,South,9,1,Leaves,Herbal Tea,Lemon,9,72,New Mexico,10,40,30,50,31,Decaf
314,39,2013-10-01 00:00:00.000,244,53,Small Market,Central,12,1,Leaves,Tea,Darjeeling,19,98,Missouri,20,40,30,60,40,Regular
203,24,2013-10-01 00:00:00.000,806,36,Small Market,East,6,1,Leaves,Tea,Green Tea,27,64,Connecticut,20,40,40,60,18,Regular
603,0,2013-10-01 00:00:00.000,430,43,Small Market,East,0,1,Leaves,Tea,Green Tea,47,46,New Hampshire,0,40,40,40,11,Regular
435,45,2013-10-01 00:00:00.000,320,64,Small Market,West,41,1,Leaves,Tea,Darjeeling,-9,116,Utah,10,40,20,50,70,Regular
206,60,2013-10-01 00:00:00.000,606,84,Small Market,West,54,1,Leaves,Tea,Green Tea,0,153,Washington,20,40,10,60,84,Regular
440,32,2013-11-01 00:00:00.000,482,48,Major Market,Central,8,1,Leaves,Herbal Tea,Chamomile,43,85,Ohio,30,40,30,70,19,Decaf
561,54,2013-11-01 00:00:00.000,391,67,Major Market,East,20,1,Leaves,Herbal Tea,Lemon,19,129,Florida,40,40,10,80,54,Decaf
920,22,2013-11-01 00:00:00.000,570,30,Small Market,Central,7,1,Beans,Espresso,Decaf Espresso,16,55,Wisconsin,20,40,30,60,19,Decaf
505,35,2013-11-01 00:00:00.000,248,47,Small Market,South,11,1,Beans,Espresso,Decaf Espresso,12,87,New Mexico,20,40,20,60,39,Decaf
702,29,2013-11-01 00:00:00.000,1003,35,Small Market,West,8,1,Beans,Coffee,Decaf Irish Cream,7,68,Nevada,30,40,20,70,30,Decaf
515,29,2013-11-01 00:00:00.000,1003,35,Small Market,Central,8,1,Beans,Coffee,Colombian,7,68,Iowa,20,40,20,60,30,Regular
603,34,2013-11-01 00:00:00.000,211,42,Small Market,East,12,1,Beans,Espresso,Regular Espresso,-4,81,New Hampshire,30,40,0,70,45,Regular
580,32,2013-11-01 00:00:00.000,482,48,Small Market,South,8,1,Beans,Espresso,Caffe Mocha,43,85,Oklahoma,20,40,30,60,19,Regular
775,0,2013-11-01 00:00:00.000,387,43,Small Market,West,0,1,Beans,Espresso,Caffe Latte,46,46,Nevada,0,40,30,40,12,Regular
435,33,2013-11-01 00:00:00.000,836,48,Small Market,West,9,1,Beans,Espresso,Caffe Latte,40,86,Utah,30,40,30,70,21,Regular
314,82,2013-11-01 00:00:00.000,1804,40,Small Market,Central,25,1,Leaves,Herbal Tea,Lemon,-13,130,Missouri,70,40,0,110,49,Decaf
435,82,2013-11-01 00:00:00.000,1804,40,Small Market,West,25,1,Leaves,Herbal Tea,Mint,-12,130,Utah,70,40,0,110,48,Decaf
636,35,2013-11-01 00:00:00.000,248,47,Small Market,Central,11,1,Leaves,Tea,Darjeeling,13,87,Missouri,20,40,10,60,38,Regular
573,34,2013-11-01 00:00:00.000,211,42,Small Market,Central,12,1,Leaves,Tea,Earl Grey,-4,81,Missouri,20,40,0,60,45,Regular
314,33,2013-11-01 00:00:00.000,243,41,Small Market,Central,12,1,Leaves,Tea,Green Tea,-6,79,Missouri,20,40,0,60,45,Regular
603,0,2013-11-01 00:00:00.000,387,43,Small Market,East,0,1,Leaves,Tea,Green Tea,47,46,New Hampshire,0,40,30,40,11,Regular
435,44,2013-11-01 00:00:00.000,325,62,Small Market,West,40,1,Leaves,Tea,Darjeeling,-10,113,Utah,30,40,-10,70,69,Regular
614,29,2013-12-01 00:00:00.000,490,44,Major Market,Central,8,1,Leaves,Herbal Tea,Chamomile,37,78,Ohio,20,40,30,60,19,Decaf
440,33,2013-12-01 00:00:00.000,870,49,Major Market,Central,9,1,Leaves,Herbal Tea,Lemon,43,87,Ohio,30,40,30,70,20,Decaf
774,46,2013-12-01 00:00:00.000,422,57,Major Market,East,17,1,Leaves,Herbal Tea,Lemon,10,110,Massachusetts,30,40,10,70,50,Decaf
321,30,2013-12-01 00:00:00.000,882,45,Major Market,East,8,1,Leaves,Tea,Darjeeling,39,80,Florida,30,40,30,70,19,Regular
774,29,2013-12-01 00:00:00.000,490,44,Major Market,East,8,1,Leaves,Tea,Green Tea,37,78,Massachusetts,30,40,30,70,19,Regular
608,24,2013-12-01 00:00:00.000,567,32,Small Market,Central,7,1,Beans,Espresso,Decaf Espresso,19,60,Wisconsin,30,40,30,70,19,Decaf
775,0,2013-12-01 00:00:00.000,344,43,Small Market,West,0,1,Beans,Espresso,Caffe Latte,46,46,Nevada,0,40,30,40,12,Regular
435,31,2013-12-01 00:00:00.000,844,46,Small Market,West,8,1,Beans,Espresso,Caffe Latte,39,82,Utah,30,40,30,70,20,Regular
715,34,2013-12-01 00:00:00.000,863,51,Small Market,Central,9,1,Leaves,Herbal Tea,Lemon,45,91,Wisconsin,30,40,30,70,21,Decaf
603,39,2013-12-01 00:00:00.000,250,49,Small Market,East,14,1,Leaves,Herbal Tea,Lemon,3,94,New Hampshire,20,40,10,60,47,Decaf
505,31,2013-12-01 00:00:00.000,1009,38,Small Market,South,9,1,Leaves,Herbal Tea,Lemon,10,74,New Mexico,20,40,20,60,31,Decaf
314,38,2013-12-01 00:00:00.000,256,51,Small Market,Central,12,1,Leaves,Tea,Darjeeling,16,95,Missouri,30,40,10,70,40,Regular
660,39,2013-12-01 00:00:00.000,250,49,Small Market,Central,14,1,Leaves,Tea,Green Tea,3,94,Missouri,30,40,0,70,47,Regular
603,0,2013-12-01 00:00:00.000,344,43,Small Market,East,0,1,Leaves,Tea,Green Tea,47,46,New Hampshire,0,40,30,40,11,Regular
253,41,2013-12-01 00:00:00.000,320,66,Small Market,West,12,1,Leaves,Tea,Darjeeling,45,114,Washington,30,40,20,70,36,Regular
435,38,2013-12-01 00:00:00.000,256,51,Small Market,West,12,1,Leaves,Tea,Earl Grey,18,95,Utah,20,40,10,60,39,Regular
253,43,2013-12-01 00:00:00.000,466,63,Small Market,West,13,1,Leaves,Tea,Earl Grey,42,113,Washington,30,40,20,70,35,Regular
216,51,2012-10-01 00:00:00.000,503,71,Major Market,Central,46,1,Beans,Coffee,Decaf Irish Cream,-5,122,Ohio,40,70,30,110,76,Decaf
440,52,2012-10-01 00:00:00.000,405,71,Major Market,Central,17,1,Beans,Coffee,Amaretto,26,123,Ohio,40,70,60,110,45,Regular
937,43,2012-10-01 00:00:00.000,419,64,Major Market,Central,13,1,Beans,Coffee,Colombian,28,107,Ohio,30,70,60,100,36,Regular
774,51,2012-10-01 00:00:00.000,542,65,Major Market,East,46,1,Beans,Espresso,Caffe Mocha,-11,116,Massachusetts,30,70,30,100,76,Regular
832,72,2012-10-01 00:00:00.000,-868,110,Major Market,South,23,1,Beans,Espresso,Caffe Latte,55,182,Texas,40,70,50,110,55,Regular
863,48,2012-10-01 00:00:00.000,851,70,Major Market,East,13,1,Leaves,Tea,Green Tea,46,118,Florida,50,70,60,120,24,Regular
985,60,2012-10-01 00:00:00.000,329,99,Small Market,South,18,1,Beans,Espresso,Caffe Mocha,58,159,Louisiana,30,70,70,100,41,Regular
971,52,2012-10-01 00:00:00.000,405,71,Small Market,West,17,1,Beans,Espresso,Caffe Mocha,27,123,Oregon,30,70,60,100,44,Regular
253,56,2012-10-01 00:00:00.000,385,70,Small Market,West,21,1,Beans,Espresso,Caffe Mocha,16,126,Washington,40,70,50,110,54,Regular
405,56,2012-10-01 00:00:00.000,385,70,Small Market,South,21,1,Leaves,Herbal Tea,Chamomile,16,126,Oklahoma,40,70,50,110,54,Decaf
435,45,2012-10-01 00:00:00.000,447,69,Small Market,West,14,1,Leaves,Herbal Tea,Lemon,23,114,Utah,20,70,60,90,46,Decaf
567,52,2012-11-01 00:00:00.000,509,73,Major Market,Central,47,1,Beans,Coffee,Decaf Irish Cream,-3,125,Ohio,50,70,10,120,76,Decaf
614,46,2012-11-01 00:00:00.000,424,68,Major Market,Central,14,1,Beans,Coffee,Colombian,32,114,Ohio,40,70,40,110,36,Regular
303,52,2012-11-01 00:00:00.000,509,73,Major Market,Central,47,1,Leaves,Herbal Tea,Lemon,-4,125,Colorado,40,70,10,110,77,Decaf
720,59,2012-11-01 00:00:00.000,411,79,Major Market,Central,19,1,Leaves,Herbal Tea,Mint,32,138,Colorado,50,70,40,120,47,Decaf
713,59,2012-11-01 00:00:00.000,411,79,Major Market,South,19,1,Leaves,Herbal Tea,Chamomile,32,138,Texas,50,70,40,120,47,Decaf
718,50,2012-11-01 00:00:00.000,589,73,Major Market,East,14,1,Leaves,Tea,Green Tea,47,123,New York,50,70,50,120,26,Regular
860,53,2012-11-01 00:00:00.000,380,71,Small Market,East,17,1,Beans,Espresso,Decaf Espresso,26,124,Connecticut,50,70,40,120,45,Decaf
435,54,2012-11-01 00:00:00.000,885,78,Small Market,West,15,1,Beans,Espresso,Decaf Espresso,52,132,Utah,50,70,50,120,26,Decaf
505,43,2012-11-01 00:00:00.000,452,66,Small Market,South,14,1,Beans,Coffee,Colombian,20,109,New Mexico,50,70,30,120,46,Regular
504,61,2012-11-01 00:00:00.000,-906,86,Small Market,South,55,1,Beans,Espresso,Caffe Latte,1,147,Louisiana,40,70,10,110,85,Regular
541,55,2012-11-01 00:00:00.000,410,69,Small Market,West,20,1,Beans,Espresso,Caffe Latte,16,124,Oregon,50,70,30,120,53,Regular
860,82,2012-11-01 00:00:00.000,601,102,Small Market,East,31,1,Leaves,Herbal Tea,Lemon,38,184,Connecticut,60,70,30,130,64,Decaf
715,61,2012-11-01 00:00:00.000,613,86,Small Market,Central,55,1,Leaves,Tea,Earl Grey,2,147,Wisconsin,50,70,0,120,84,Regular
425,53,2012-11-01 00:00:00.000,321,88,Small Market,West,16,1,Leaves,Tea,Darjeeling,49,141,Washington,30,70,50,100,39,Regular
419,47,2012-12-01 00:00:00.000,521,65,Major Market,Central,42,1,Beans,Coffee,Decaf Irish Cream,-6,112,Ohio,40,70,10,110,71,Decaf
513,54,2012-12-01 00:00:00.000,424,73,Major Market,Central,17,1,Beans,Coffee,Amaretto,29,127,Ohio,50,70,40,120,44,Regular
512,67,2012-12-01 00:00:00.000,-1239,101,Major Market,South,22,1,Beans,Espresso,Caffe Latte,47,168,Texas,50,70,30,120,54,Regular
